Req. Creation Date,Creation Time,Req. Creation Date - Year Week ISO,Request - ID,Request - Priority Description,Historical Status - Status From,Historical Status - Status To,Historical Status - Change Date,Historical Status - Change Time,Macro Area - Name,Request - Resource Assigned To - GROUP SAP MD,Macro Area (SAP) - MA Area,Request - User Name,Request - Resource Assigned To - Name,Req. Type - Description EN,Req. Status - Description,Req. Closing Date,Request - Text Request,Request - Text Answer,Request - Category,Request - Subject description
2025-03-02,16:19:01,202509,A3196071L,P3 - Normal,Work in progress,Solved,2025-03-05,143208,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-10,"WARNING: EXTERNAL EMAIL....Boa tarde queria transferir um oculo que esta em stock mas nao conseguimos. Fotos com todos os dados em anexo...Good afternoon, I wanted to transfer an eyeglass that is in stock but we were unable to do so. Photos with alldata attached.","We can see that for the UPC - 889652340289 there is no stock available that is the reason you are not able to place a store to stores transfer order in FIORI. Once the stock is available, then you can try placing the order.",Toolkit - LPA,SCM_STR-TR_XX_GVS_K428 : Transferencia oculos Glasses transfer
2025-03-02,16:19:01,202509,A3196071L,P3 - Normal,Work in progress,Suspended,2025-03-02,163035,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-10,"WARNING: EXTERNAL EMAIL....Boa tarde queria transferir um oculo que esta em stock mas nao conseguimos. Fotos com todos os dados em anexo...Good afternoon, I wanted to transfer an eyeglass that is in stock but we were unable to do so. Photos with alldata attached.","We can see that for the UPC - 889652340289 there is no stock available that is the reason you are not able to place a store to stores transfer order in FIORI. Once the stock is available, then you can try placing the order.",Toolkit - LPA,SCM_STR-TR_XX_GVS_K428 : Transferencia oculos Glasses transfer
2025-03-02,16:19:01,202509,A3196071L,P3 - Normal,Work in progress,Suspended,2025-03-03,94554,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-10,"WARNING: EXTERNAL EMAIL....Boa tarde queria transferir um oculo que esta em stock mas nao conseguimos. Fotos com todos os dados em anexo...Good afternoon, I wanted to transfer an eyeglass that is in stock but we were unable to do so. Photos with alldata attached.","We can see that for the UPC - 889652340289 there is no stock available that is the reason you are not able to place a store to stores transfer order in FIORI. Once the stock is available, then you can try placing the order.",Toolkit - LPA,SCM_STR-TR_XX_GVS_K428 : Transferencia oculos Glasses transfer
2025-03-02,16:19:01,202509,A3196071L,P3 - Normal,Work in progress,Suspended,2025-03-04,141827,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,,Tushar Adit,Incident RETAIL,Closed,2025-03-10,"WARNING: EXTERNAL EMAIL....Boa tarde queria transferir um oculo que esta em stock mas nao conseguimos. Fotos com todos os dados em anexo...Good afternoon, I wanted to transfer an eyeglass that is in stock but we were unable to do so. Photos with alldata attached.","We can see that for the UPC - 889652340289 there is no stock available that is the reason you are not able to place a store to stores transfer order in FIORI. Once the stock is available, then you can try placing the order.",Toolkit - LPA,SCM_STR-TR_XX_GVS_K428 : Transferencia oculos Glasses transfer
2025-03-03,00:13:15,202510,A3196436L,P4 - Low,Forwarded,Work in progress,2025-03-03,121616,Sap Tr - Failed Jobs,,USA,ZHONG WILBURN,Shatabdi Roy,Incident,Closed,2025-03-09,"Hi all,....Please help to check below failed job, thanks.....Best regards,..Wilburn Zhong....Luxottica Comm. Service OuDeng Zone..523268 Dong Guan, China..Team DL:TristarSystemMonitoring@cn.luxottica.com......Please don't print this e-mail..unless you really need to......From: Luxottica Tristar IT Dept <luxotticatristaritdept@cn.luxottica.com> ..Sent: Monday, March 3, 2025 6:40 AM..To: Tristar IT Monitoring Team <TristarITMonitoringTeam@luxotticagroup.onmicrosoft.com>; Tristar System Monitoringand Basis Support <TristarSystemMonitoring@cn.luxottica.com>; Snehal PANDIT <Snehal.Pandit@ext.essilor.com>; Anjoe MENDOZA <anjoe.mendoza@ext.essilor.com>..Cc: Zhang Lexi <Lexi.Zhang@cn.luxottica.com>..Subject: TCS3: (E) P2 RP1 Critical jobs ZVAR_SUN(2jt22) canceled....Dear all..Please find the details as below..Activity..RP1 Critical jobs..Target System..HG_SAPRP1..Job Name(Schedule System)..ZVAR_SUN..Job Name(Source System)..ZVAR_SUN..Issue Type..canceled..Issue Time..2025-03-02 23:32:34..Description..Job Canceled (Start Time: 2025-03-02 23:30:00)..First Level Support..HDA: [Sap Tr - Failed Jobs]Recovery procedure: rerun once->send email->if failed open ticket->no need to call..Second Level Support..To: SAPTriage@luxotticaretail.com..Cc:_...--------------------------------------------..This is an automatically generated email. Please do not reply...Timezone of this email is CET ..If you have any question about this mail please contact with team TristarITMonitoringTeam@cn.luxottica.com","Inform user about the job failure issue.RP1 job .ZVAR_SUN failed due to BATCH_CM lock after investigation i have noticed job variant SP_SALE_SUN does not have recipient field updated.Please maintain at least one Recipient even.though.Mrp Typ is ""ND""to avoid job failure in RP1.",,SCM_JOBREP_XX_XXX_XXXX:jobs ZVAR_SUN(2jt22) canceled
2025-03-03,00:13:15,202510,A3196436L,P4 - Low,Solved,Closed,2025-03-09,122252,Sap Tr - Failed Jobs,,USA,ZHONG WILBURN,Shatabdi Roy,Incident,Closed,2025-03-09,"Hi all,....Please help to check below failed job, thanks.....Best regards,..Wilburn Zhong....Luxottica Comm. Service OuDeng Zone..523268 Dong Guan, China..Team DL:TristarSystemMonitoring@cn.luxottica.com......Please don't print this e-mail..unless you really need to......From: Luxottica Tristar IT Dept <luxotticatristaritdept@cn.luxottica.com> ..Sent: Monday, March 3, 2025 6:40 AM..To: Tristar IT Monitoring Team <TristarITMonitoringTeam@luxotticagroup.onmicrosoft.com>; Tristar System Monitoringand Basis Support <TristarSystemMonitoring@cn.luxottica.com>; Snehal PANDIT <Snehal.Pandit@ext.essilor.com>; Anjoe MENDOZA <anjoe.mendoza@ext.essilor.com>..Cc: Zhang Lexi <Lexi.Zhang@cn.luxottica.com>..Subject: TCS3: (E) P2 RP1 Critical jobs ZVAR_SUN(2jt22) canceled....Dear all..Please find the details as below..Activity..RP1 Critical jobs..Target System..HG_SAPRP1..Job Name(Schedule System)..ZVAR_SUN..Job Name(Source System)..ZVAR_SUN..Issue Type..canceled..Issue Time..2025-03-02 23:32:34..Description..Job Canceled (Start Time: 2025-03-02 23:30:00)..First Level Support..HDA: [Sap Tr - Failed Jobs]Recovery procedure: rerun once->send email->if failed open ticket->no need to call..Second Level Support..To: SAPTriage@luxotticaretail.com..Cc:_...--------------------------------------------..This is an automatically generated email. Please do not reply...Timezone of this email is CET ..If you have any question about this mail please contact with team TristarITMonitoringTeam@cn.luxottica.com","Inform user about the job failure issue.RP1 job .ZVAR_SUN failed due to BATCH_CM lock after investigation i have noticed job variant SP_SALE_SUN does not have recipient field updated.Please maintain at least one Recipient even.though.Mrp Typ is ""ND""to avoid job failure in RP1.",,SCM_JOBREP_XX_XXX_XXXX:jobs ZVAR_SUN(2jt22) canceled
2025-03-03,00:13:15,202510,A3196436L,P4 - Low,To be defined,Work in progress,2025-03-03,1710,Sap Tr - Failed Jobs,,USA,ZHONG WILBURN,Shatabdi Roy,Incident,Closed,2025-03-09,"Hi all,....Please help to check below failed job, thanks.....Best regards,..Wilburn Zhong....Luxottica Comm. Service OuDeng Zone..523268 Dong Guan, China..Team DL:TristarSystemMonitoring@cn.luxottica.com......Please don't print this e-mail..unless you really need to......From: Luxottica Tristar IT Dept <luxotticatristaritdept@cn.luxottica.com> ..Sent: Monday, March 3, 2025 6:40 AM..To: Tristar IT Monitoring Team <TristarITMonitoringTeam@luxotticagroup.onmicrosoft.com>; Tristar System Monitoringand Basis Support <TristarSystemMonitoring@cn.luxottica.com>; Snehal PANDIT <Snehal.Pandit@ext.essilor.com>; Anjoe MENDOZA <anjoe.mendoza@ext.essilor.com>..Cc: Zhang Lexi <Lexi.Zhang@cn.luxottica.com>..Subject: TCS3: (E) P2 RP1 Critical jobs ZVAR_SUN(2jt22) canceled....Dear all..Please find the details as below..Activity..RP1 Critical jobs..Target System..HG_SAPRP1..Job Name(Schedule System)..ZVAR_SUN..Job Name(Source System)..ZVAR_SUN..Issue Type..canceled..Issue Time..2025-03-02 23:32:34..Description..Job Canceled (Start Time: 2025-03-02 23:30:00)..First Level Support..HDA: [Sap Tr - Failed Jobs]Recovery procedure: rerun once->send email->if failed open ticket->no need to call..Second Level Support..To: SAPTriage@luxotticaretail.com..Cc:_...--------------------------------------------..This is an automatically generated email. Please do not reply...Timezone of this email is CET ..If you have any question about this mail please contact with team TristarITMonitoringTeam@cn.luxottica.com","Inform user about the job failure issue.RP1 job .ZVAR_SUN failed due to BATCH_CM lock after investigation i have noticed job variant SP_SALE_SUN does not have recipient field updated.Please maintain at least one Recipient even.though.Mrp Typ is ""ND""to avoid job failure in RP1.",,SCM_JOBREP_XX_XXX_XXXX:jobs ZVAR_SUN(2jt22) canceled
2025-03-03,00:13:15,202510,A3196436L,P4 - Low,Work in progress,Forwarded,2025-03-03,1713,Sap Tr - Failed Jobs,,USA,ZHONG WILBURN,Shatabdi Roy,Incident,Closed,2025-03-09,"Hi all,....Please help to check below failed job, thanks.....Best regards,..Wilburn Zhong....Luxottica Comm. Service OuDeng Zone..523268 Dong Guan, China..Team DL:TristarSystemMonitoring@cn.luxottica.com......Please don't print this e-mail..unless you really need to......From: Luxottica Tristar IT Dept <luxotticatristaritdept@cn.luxottica.com> ..Sent: Monday, March 3, 2025 6:40 AM..To: Tristar IT Monitoring Team <TristarITMonitoringTeam@luxotticagroup.onmicrosoft.com>; Tristar System Monitoringand Basis Support <TristarSystemMonitoring@cn.luxottica.com>; Snehal PANDIT <Snehal.Pandit@ext.essilor.com>; Anjoe MENDOZA <anjoe.mendoza@ext.essilor.com>..Cc: Zhang Lexi <Lexi.Zhang@cn.luxottica.com>..Subject: TCS3: (E) P2 RP1 Critical jobs ZVAR_SUN(2jt22) canceled....Dear all..Please find the details as below..Activity..RP1 Critical jobs..Target System..HG_SAPRP1..Job Name(Schedule System)..ZVAR_SUN..Job Name(Source System)..ZVAR_SUN..Issue Type..canceled..Issue Time..2025-03-02 23:32:34..Description..Job Canceled (Start Time: 2025-03-02 23:30:00)..First Level Support..HDA: [Sap Tr - Failed Jobs]Recovery procedure: rerun once->send email->if failed open ticket->no need to call..Second Level Support..To: SAPTriage@luxotticaretail.com..Cc:_...--------------------------------------------..This is an automatically generated email. Please do not reply...Timezone of this email is CET ..If you have any question about this mail please contact with team TristarITMonitoringTeam@cn.luxottica.com","Inform user about the job failure issue.RP1 job .ZVAR_SUN failed due to BATCH_CM lock after investigation i have noticed job variant SP_SALE_SUN does not have recipient field updated.Please maintain at least one Recipient even.though.Mrp Typ is ""ND""to avoid job failure in RP1.",,SCM_JOBREP_XX_XXX_XXXX:jobs ZVAR_SUN(2jt22) canceled
2025-03-03,00:13:15,202510,A3196436L,P4 - Low,Work in progress,Solved,2025-03-04,122235,Sap Tr - Failed Jobs,,USA,ZHONG WILBURN,Shatabdi Roy,Incident,Closed,2025-03-09,"Hi all,....Please help to check below failed job, thanks.....Best regards,..Wilburn Zhong....Luxottica Comm. Service OuDeng Zone..523268 Dong Guan, China..Team DL:TristarSystemMonitoring@cn.luxottica.com......Please don't print this e-mail..unless you really need to......From: Luxottica Tristar IT Dept <luxotticatristaritdept@cn.luxottica.com> ..Sent: Monday, March 3, 2025 6:40 AM..To: Tristar IT Monitoring Team <TristarITMonitoringTeam@luxotticagroup.onmicrosoft.com>; Tristar System Monitoringand Basis Support <TristarSystemMonitoring@cn.luxottica.com>; Snehal PANDIT <Snehal.Pandit@ext.essilor.com>; Anjoe MENDOZA <anjoe.mendoza@ext.essilor.com>..Cc: Zhang Lexi <Lexi.Zhang@cn.luxottica.com>..Subject: TCS3: (E) P2 RP1 Critical jobs ZVAR_SUN(2jt22) canceled....Dear all..Please find the details as below..Activity..RP1 Critical jobs..Target System..HG_SAPRP1..Job Name(Schedule System)..ZVAR_SUN..Job Name(Source System)..ZVAR_SUN..Issue Type..canceled..Issue Time..2025-03-02 23:32:34..Description..Job Canceled (Start Time: 2025-03-02 23:30:00)..First Level Support..HDA: [Sap Tr - Failed Jobs]Recovery procedure: rerun once->send email->if failed open ticket->no need to call..Second Level Support..To: SAPTriage@luxotticaretail.com..Cc:_...--------------------------------------------..This is an automatically generated email. Please do not reply...Timezone of this email is CET ..If you have any question about this mail please contact with team TristarITMonitoringTeam@cn.luxottica.com","Inform user about the job failure issue.RP1 job .ZVAR_SUN failed due to BATCH_CM lock after investigation i have noticed job variant SP_SALE_SUN does not have recipient field updated.Please maintain at least one Recipient even.though.Mrp Typ is ""ND""to avoid job failure in RP1.",,SCM_JOBREP_XX_XXX_XXXX:jobs ZVAR_SUN(2jt22) canceled
2025-03-03,08:39:29,202510,A3197162L,P3 - Normal,Solved,Closed,2025-03-16,141556,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Geofil Perez,SANDEEP SV Guru,Incident,Closed,2025-03-16,"Enter a description of your request : Jira ticket: NP-5173 UK invoices have the wrong address on it and need to be Vision Direct BV Unit 2 Hudson Court, Great North Way York Business Park, YO26 6 RB. Kindly please look into this your assistance is greatly appreciated. New invoices are showing Vision Direct BV Eduard van Beinumstraat 24 1077 CZ Amsterdam Did we change the billing address when we moved to N1? Please see SS. Legacy Order: ..System (RP1/CP1/MIM) : FMS..Brand : VDE..Country : UK..SAP Site # : F618..SAP User ID : SAP_SITE_ID",for verification Invoice company address user raised the ticket. user confirmed address looks same only and got closure,Sap Errors SAP Retail (FMS1) NA,SCM_INVOIC_UK_XXX_F618: Invoice Company Address Issue
2025-03-03,08:39:29,202510,A3197162L,P3 - Normal,Suspended,Solved,2025-03-11,141550,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Geofil Perez,SANDEEP SV Guru,Incident,Closed,2025-03-16,"Enter a description of your request : Jira ticket: NP-5173 UK invoices have the wrong address on it and need to be Vision Direct BV Unit 2 Hudson Court, Great North Way York Business Park, YO26 6 RB. Kindly please look into this your assistance is greatly appreciated. New invoices are showing Vision Direct BV Eduard van Beinumstraat 24 1077 CZ Amsterdam Did we change the billing address when we moved to N1? Please see SS. Legacy Order: ..System (RP1/CP1/MIM) : FMS..Brand : VDE..Country : UK..SAP Site # : F618..SAP User ID : SAP_SITE_ID",for verification Invoice company address user raised the ticket. user confirmed address looks same only and got closure,Sap Errors SAP Retail (FMS1) NA,SCM_INVOIC_UK_XXX_F618: Invoice Company Address Issue
2025-03-03,08:39:29,202510,A3197162L,P3 - Normal,To be defined,Work in progress,2025-03-03,134317,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Geofil Perez,SANDEEP SV Guru,Incident,Closed,2025-03-16,"Enter a description of your request : Jira ticket: NP-5173 UK invoices have the wrong address on it and need to be Vision Direct BV Unit 2 Hudson Court, Great North Way York Business Park, YO26 6 RB. Kindly please look into this your assistance is greatly appreciated. New invoices are showing Vision Direct BV Eduard van Beinumstraat 24 1077 CZ Amsterdam Did we change the billing address when we moved to N1? Please see SS. Legacy Order: ..System (RP1/CP1/MIM) : FMS..Brand : VDE..Country : UK..SAP Site # : F618..SAP User ID : SAP_SITE_ID",for verification Invoice company address user raised the ticket. user confirmed address looks same only and got closure,Sap Errors SAP Retail (FMS1) NA,SCM_INVOIC_UK_XXX_F618: Invoice Company Address Issue
2025-03-03,08:39:29,202510,A3197162L,P3 - Normal,Work in progress,Suspended,2025-03-04,180014,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Geofil Perez,SANDEEP SV Guru,Incident,Closed,2025-03-16,"Enter a description of your request : Jira ticket: NP-5173 UK invoices have the wrong address on it and need to be Vision Direct BV Unit 2 Hudson Court, Great North Way York Business Park, YO26 6 RB. Kindly please look into this your assistance is greatly appreciated. New invoices are showing Vision Direct BV Eduard van Beinumstraat 24 1077 CZ Amsterdam Did we change the billing address when we moved to N1? Please see SS. Legacy Order: ..System (RP1/CP1/MIM) : FMS..Brand : VDE..Country : UK..SAP Site # : F618..SAP User ID : SAP_SITE_ID",for verification Invoice company address user raised the ticket. user confirmed address looks same only and got closure,Sap Errors SAP Retail (FMS1) NA,SCM_INVOIC_UK_XXX_F618: Invoice Company Address Issue
